CASRN,Substance name,HSNO code,HSNO classification text,GHS translation
8007-80-5,"Oils, cassia",9.1D (crustacean),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8007-80-5,"Oils, cassia",9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8007-80-5,"Oils, cassia",9.2C,Harmful in the soil environment,
8007-80-5,"Oils, cassia",9.3B,Ecotoxic to terrestrial vertebrates,
8008-26-2,Lime oil,3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
8008-26-2,Lime oil,6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8008-26-2,Lime oil,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8008-26-2,Lime oil,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8008-26-2,Lime oil,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8008-51-3,"Oils, camphor",3.1D,Flammable Liquids: low hazard,GHS: Flammable liquids - Category 4
8008-51-3,"Oils, camphor",6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
8008-51-3,"Oils, camphor",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
8008-51-3,"Oils, camphor",6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1
8008-51-3,"Oils, camphor",9.3C,Harmful to terrestrial vertebrates,
8008-56-8,"Oils, lemon",3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
8008-56-8,"Oils, lemon",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8008-56-8,"Oils, lemon",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8008-56-8,"Oils, lemon",8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
8008-56-8,"Oils, lemon",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
8008-57-9,"Oils, orange, sweet",3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
8008-57-9,"Oils, orange, sweet",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8008-57-9,"Oils, orange, sweet",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8008-57-9,"Oils, orange, sweet",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8008-57-9,"Oils, orange, sweet",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8008-57-9,"Oils, orange, sweet",9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
8008-57-9,"Oils, orange, sweet",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
8008-79-5,"Oils, spearmint",3.1D,Flammable Liquids: low hazard,GHS: Flammable liquids - Category 4
8008-79-5,"Oils, spearmint",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8008-79-5,"Oils, spearmint",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8013-07-8,"Oils, soybean, epoxidised",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
8013-07-8,"Oils, soybean, epoxidised",9.1B (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
8013-75-0,"Oils, fusel",3.1B,Flammable Liquids: high hazard,GHS: Flammable liquids - Category 2
8013-75-0,"Oils, fusel",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8014-17-3,"Oils, petitgrain",3.1D,Flammable Liquids: low hazard,GHS: Flammable liquids - Category 4
8014-17-3,"Oils, petitgrain",6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3
8014-17-3,"Oils, petitgrain",9.3B,Ecotoxic to terrestrial vertebrates,
8014-95-7,"Sulphuric acid, fuming",6.1A (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 1
8014-95-7,"Sulphuric acid, fuming",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8014-95-7,"Sulphuric acid, fuming",6.7A,Known or presumed human carcinogens,GHS: Carcinogenicity - Category 1
8014-95-7,"Sulphuric acid, fuming",6.9A (inhalation),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1
8014-95-7,"Sulphuric acid, fuming",8.1A,Corrosive to metals,GHS: Corrosive to metals - Category 1
8014-95-7,"Sulphuric acid, fuming",8.2A,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1A
8014-95-7,"Sulphuric acid, fuming",8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
8014-95-7,"Sulphuric acid, fuming",9.1D (crustacean),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8014-95-7,"Sulphuric acid, fuming",9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8015-91-6,"Oils, cinnamon",3.1D,Flammable Liquids: low hazard,GHS: Flammable liquids - Category 4
8015-91-6,"Oils, cinnamon",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8015-91-6,"Oils, cinnamon",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8015-91-6,"Oils, cinnamon",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8015-91-6,"Oils, cinnamon",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8015-91-6,"Oils, cinnamon",9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
8015-92-7,"Oils, chamomile",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8016-13-5,"Oils, fish",5.1.1C,Oxidising substances that are liquids or solids: low hazard,GHS: Oxidizing liquids/solids - Category 3
8016-20-4,"Oils, grapefruit",3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
8016-20-4,"Oils, grapefruit",6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8016-20-4,"Oils, grapefruit",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8016-20-4,"Oils, grapefruit",9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
8016-20-4,"Oils, grapefruit",9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
8016-20-4,"Oils, grapefruit",9.2B,Ecotoxic in the soil environment,
8016-63-5,"Oils, clary sage",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8016-63-5,"Oils, clary sage",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8017-16-1,Polyphosphoric acid,8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
8017-16-1,Polyphosphoric acid,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
8017-16-1,Polyphosphoric acid,9.3B,Ecotoxic to terrestrial vertebrates,
8018-01-7,Mancozeb (stabilised),6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8018-01-7,Mancozeb (stabilised),6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8018-01-7,Mancozeb (stabilised),6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
8018-01-7,Mancozeb (stabilised),9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
8018-01-7,Mancozeb (stabilised),9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
8018-01-7,Mancozeb (stabilised),9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
80214-83-1,Roxithromycin,6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
80214-83-1,Roxithromycin,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8023-77-6,"Resins, oleo-, capsicum",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8023-77-6,"Resins, oleo-, capsicum",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8024-32-6,"Oils, avocado",6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8024-32-6,"Oils, avocado",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
80370-57-6,Ceftiofur,6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
804-63-7,Quinine sulphate,6.1D (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 4
804-63-7,Quinine sulphate,6.1D (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 4
804-63-7,Quinine sulphate,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
804-63-7,Quinine sulphate,6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
804-63-7,Quinine sulphate,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
804-63-7,Quinine sulphate,6.5A (respiratory),Respiratory sensitisers,GHS: Respiratory sensitization - Category 1
804-63-7,Quinine sulphate,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
804-63-7,Quinine sulphate,9.1B (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
8044-71-1,Cetrimide,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
8044-71-1,Cetrimide,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8044-71-1,Cetrimide,8.2C,Corrosive to dermal tissue,GHS: Skin corrosion/irritation - Category 1C
8044-71-1,Cetrimide,8.3A,Corrosive to ocular tissue,GHS: Serious eye damage/eye irritation - Category 1
8044-71-1,Cetrimide,9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
8044-71-1,Cetrimide,9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
8044-71-1,Cetrimide,9.3C,Harmful to terrestrial vertebrates,
8046-19-3,Storax,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8047-15-2,Saponin,6.1C (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 3
8047-15-2,Saponin,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
8047-15-2,Saponin,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8047-15-2,Saponin,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
80474-14-2,Fluticasone propionate,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
80474-14-2,Fluticasone propionate,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
80474-14-2,Fluticasone propionate,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
80474-14-2,Fluticasone propionate,6.5A (respiratory),Respiratory sensitisers,GHS: Respiratory sensitization - Category 1
80474-14-2,Fluticasone propionate,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
80474-14-2,Fluticasone propionate,6.8B,Suspected human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 2
80474-14-2,Fluticasone propionate,6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
80474-14-2,Fluticasone propionate,9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
80474-14-2,Fluticasone propionate,9.3B,Ecotoxic to terrestrial vertebrates,
8048-07-5,Zinc cadmium sulphide,6.1D (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 4
8048-07-5,Zinc cadmium sulphide,6.1D (inhalation),Acutely toxic,GHS: Acute toxicity: Inhalation - Category 4
8048-07-5,Zinc cadmium sulphide,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
8049-47-6,Pancreatin,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
8049-47-6,Pancreatin,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8049-47-6,Pancreatin,6.5A (respiratory),Respiratory sensitisers,GHS: Respiratory sensitization - Category 1
8049-47-6,Pancreatin,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8050-09-7,Rosin,6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8050-09-7,Rosin,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8050-09-7,Rosin,9.1D (crustacean),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8050-09-7,Rosin,9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
8050-81-5,Simethicone,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
8050-81-5,Simethicone,9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
8052-10-6,"Oils, tall, rosin",6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
8052-16-2,Actinomycin C,6.1B (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 2
8052-16-2,Actinomycin C,9.3A,Very ecotoxic to terrestrial vertebrates,
8052-41-3,Low aromatic hydrocarbon solvents - medium flashpoint.,3.1C,Flammable Liquids: medium hazard,GHS: Flammable liquids - Category 3
8052-41-3,Low aromatic hydrocarbon solvents - medium flashpoint.,6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
8052-41-3,Low aromatic hydrocarbon solvents - medium flashpoint.,6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
8052-41-3,Low aromatic hydrocarbon solvents - medium flashpoint.,9.1B (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 2
8065-81-4,"Alcohols C16-18 and C-18-unsaturated, ethoxylated",6.6A,Known or presumed human mutagens,GHS: Germ cell mutagenicity - Category 1
8065-81-4,"Alcohols C16-18 and C-18-unsaturated, ethoxylated",6.7A,Known or presumed human carcinogens,GHS: Carcinogenicity - Category 1
808-71-9,Penethamate hydriodide,6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
808-71-9,Penethamate hydriodide,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
808-71-9,Penethamate hydriodide,9.1A (algal),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
808-71-9,Penethamate hydriodide,9.3C,Harmful to terrestrial vertebrates,
80844-07-1,Etofenprox,9.1A (crustacean),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
80844-07-1,Etofenprox,9.1A (fish),Very ecotoxic in the aquatic environment,GHS: Aquatic toxicity (Acute or Chronic) - Category 1
80844-07-1,Etofenprox,9.2B,Ecotoxic in the soil environment,
80844-07-1,Etofenprox,9.4C,Harmful to terrestrial invertebrates,
81-13-0,Dexpanthenol,6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
81-13-0,Dexpanthenol,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
81-15-2,Musk xylene,4.1.1B,Readily combustible solids and solids that may cause fire through friction: low hazard,GHS: Flammable solids - Category 2
81-15-2,Musk xylene,6.8C,Produce toxic human reproductive or developmental effects on or via lactation,GHS: Reproductive toxicity - Effects on or via lactation
81-15-2,Musk xylene,9.1D (crustacean),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
81-15-2,Musk xylene,9.1D (fish),Slightly harmful in the aquatic environment or are otherwise designed for biocidal action,GHS: Aquatic toxicity - Category 2-3 (Acute) or Category 4 (Chronic)
81-25-4,Cholic acid,6.1E (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 5
81-25-4,Cholic acid,6.3A,Irritating to the skin,GHS: Skin corrosion/irritation - Category 2
81-25-4,Cholic acid,6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
81-25-4,Cholic acid,6.5B (contact),Contact sensitisers,GHS: Skin sensitization - Category 1
81-81-2,Warfarin,6.1A (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 1
81-81-2,Warfarin,6.1D (dermal),Acutely toxic,GHS: Acute toxicity: Dermal - Category 4
81-81-2,Warfarin,6.8A,Known or presumed human reproductive or developmental toxicants,GHS: Reproductive toxicity - Category 1
81-81-2,Warfarin,6.9A (oral),Toxic to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 1
81-81-2,Warfarin,9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
81-81-2,Warfarin,9.3A,Very ecotoxic to terrestrial vertebrates,
81-88-9,"Xanthylium, 9-(2-carboxyphenyl)-3,6-bis(diethylamino)-, chloride",6.1C (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 3
81-88-9,"Xanthylium, 9-(2-carboxyphenyl)-3,6-bis(diethylamino)-, chloride",6.3B,Mildly irritating to the skin,GHS: Skin corrosion/irritation - Category 3
81-88-9,"Xanthylium, 9-(2-carboxyphenyl)-3,6-bis(diethylamino)-, chloride",6.4A,Irritating to the eye,GHS: Serious eye damage/eye irritation - Category 2
81-88-9,"Xanthylium, 9-(2-carboxyphenyl)-3,6-bis(diethylamino)-, chloride",6.9B (oral),Harmful to human target organs or systems,GHS: Specific Target Organ Systemic Toxicity - Category 2
81-88-9,"Xanthylium, 9-(2-carboxyphenyl)-3,6-bis(diethylamino)-, chloride",9.1C (crustacean),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
81-88-9,"Xanthylium, 9-(2-carboxyphenyl)-3,6-bis(diethylamino)-, chloride",9.1C (fish),Harmful in the aquatic environment,GHS: Aquatic toxicity (Chronic) - Category 3
81-88-9,"Xanthylium, 9-(2-carboxyphenyl)-3,6-bis(diethylamino)-, chloride",9.2C,Harmful in the soil environment,
81-88-9,"Xanthylium, 9-(2-carboxyphenyl)-3,6-bis(diethylamino)-, chloride",9.3B,Ecotoxic to terrestrial vertebrates,
81103-11-9,Clarithromycin,6.1D (oral),Acutely toxic,GHS: Acute toxicity: Oral - Category 4
81103-11-9,Clarithromycin,6.5A (respiratory),Respiratory sensitisers,GHS: Respiratory sensitization - Category 1
